"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Triturus pygmaeus",-7.115529,39.202989,15.9855728149414,11.1196041107178,39.7199630737305,600.153869628906,32.4942512512207,4.49924993515015,27.9950008392334,10.0420417785645,23.716625213623,23.8411254882812,9.23824977874756,604,84,5,53.0664710998535,240,37,44,221
"Triturus pygmaeus",-7.121449,39.2051,15.9855728149414,11.1196041107178,39.7199630737305,600.153869628906,32.4942512512207,4.49924993515015,27.9950008392334,10.0420417785645,23.716625213623,23.8411254882812,9.23824977874756,604,84,5,53.0664710998535,240,37,44,221
"Triturus pygmaeus",-7.125429,39.206382,15.9855728149414,11.1196041107178,39.7199630737305,600.153869628906,32.4942512512207,4.49924993515015,27.9950008392334,10.0420417785645,23.716625213623,23.8411254882812,9.23824977874756,604,84,5,53.0664710998535,240,37,44,221
"Triturus pygmaeus",-7.137128,39.211124,15.9855728149414,11.1196041107178,39.7199630737305,600.153869628906,32.4942512512207,4.49924993515015,27.9950008392334,10.0420417785645,23.716625213623,23.8411254882812,9.23824977874756,604,84,5,53.0664710998535,240,37,44,221
"Triturus pygmaeus",-7.138739,39.211525,15.9855728149414,11.1196041107178,39.7199630737305,600.153869628906,32.4942512512207,4.49924993515015,27.9950008392334,10.0420417785645,23.716625213623,23.8411254882812,9.23824977874756,604,84,5,53.0664710998535,240,37,44,221
"Triturus pygmaeus",-7.139516,39.211709,15.9855728149414,11.1196041107178,39.7199630737305,600.153869628906,32.4942512512207,4.49924993515015,27.9950008392334,10.0420417785645,23.716625213623,23.8411254882812,9.23824977874756,604,84,5,53.0664710998535,240,37,44,221
"Triturus pygmaeus",-7.141372,39.211575,15.9855728149414,11.1196041107178,39.7199630737305,600.153869628906,32.4942512512207,4.49924993515015,27.9950008392334,10.0420417785645,23.716625213623,23.8411254882812,9.23824977874756,604,84,5,53.0664710998535,240,37,44,221
"Triturus pygmaeus",-6.074809,37.791183,16.599645614624,12.341667175293,40.7621803283691,624.605407714844,34.0934982299805,3.81625008583069,30.2772483825684,10.4119167327881,24.621374130249,24.7384586334229,9.51758289337158,592,99,3,64.1175765991211,269,27,31,244
"Triturus pygmaeus",-6.07602,37.79126,16.599645614624,12.341667175293,40.7621803283691,624.605407714844,34.0934982299805,3.81625008583069,30.2772483825684,10.4119167327881,24.621374130249,24.7384586334229,9.51758289337158,592,99,3,64.1175765991211,269,27,31,244
"Triturus pygmaeus",-4.32,37.08,13.9648017883301,12.5865621566772,40.6986351013184,640.53271484375,32.1062507629395,1.17999994754791,30.9262504577637,7.75162506103516,22.2952499389648,22.3549175262451,6.81604146957397,603,88,4,59.2893218994141,252,29,32,241
"Triturus pygmaeus",-8.688897,39.751482,15.3547601699829,8.95064544677734,43.4792861938477,414.054626464844,26.6222496032715,6.03625011444092,20.5859985351562,11.2170419692993,20.3328742980957,20.6272087097168,10.4151668548584,804,114,9,55.1599807739258,328,51,56,321
"Triturus pygmaeus",-9.476561,38.747513,15.8112182617188,6.73737478256226,41.0790367126465,341.155334472656,24.6354522705078,8.23444843292236,16.4010047912598,12.4615383148193,19.8281497955322,20.2424755096436,11.7947044372559,711,112,8,61.0082931518555,315,39,46,296
"Triturus pygmaeus",-8.686256,39.775896,15.3547601699829,8.95064544677734,43.4792861938477,414.054626464844,26.6222496032715,6.03625011444092,20.5859985351562,11.2170419692993,20.3328742980957,20.6272087097168,10.4151668548584,804,114,9,55.1599807739258,328,51,56,321
"Triturus pygmaeus",-5.738543,36.42295,17.5496253967285,8.69683361053467,39.5733299255371,472.513366699219,29.7702503204346,7.79374980926514,21.9765014648438,13.212833404541,23.3644580841064,23.8128337860107,12.2180833816528,693,118,0,73.4667129516602,333,16,24,306
"Triturus pygmaeus",-0.997375,38.202294,16.4582080841064,11.716625213623,41.4315147399902,607.093322753906,31.8612499237061,3.58174991607666,28.2794990539551,17.4811668395996,24.2023334503174,24.342041015625,9.59229183197021,335,48,7,39.4698867797852,117,39,49,78
"Triturus pygmaeus",-6.07944,39.969067,15.3371458053589,10.6408748626709,37.3882217407227,629.007507324219,31.8782501220703,3.41775012016296,28.4605007171631,9.03112506866455,23.5279998779297,23.5279998779297,8.24141693115234,566,82,7,51.8376426696777,231,44,44,216
"Triturus pygmaeus",-5.981602,40.050034,13.6109371185303,10.1234998703003,37.423755645752,603.595153808594,29.1280002593994,2.07699990272522,27.0510005950928,7.62483310699463,21.5319995880127,21.5319995880127,6.85787487030029,664,94,10,50.6593818664551,264,51,51,254
"Triturus pygmaeus",-7.048815,37.217002,17.7257118225098,10.5280780792236,42.4704246520996,509.055816650391,31.3595809936523,6.57038307189941,24.7891979217529,12.6862373352051,24.0519161224365,24.2796745300293,11.8094072341919,484,84,2,69.0052947998047,232,18,22,205
"Triturus pygmaeus",-6.56947,37.049332,17.9339847564697,11.0185842514038,42.3329124450684,530.396423339844,32.2451705932617,6.21676111221313,26.0284099578857,12.5924711227417,24.5223007202148,24.7490539550781,11.7350378036499,507,88,2,68.4055328369141,243,21,24,216
"Triturus pygmaeus",-7.071418,37.80359,16.601676940918,11.7098121643066,42.6664695739746,555.600891113281,32.4147491455078,4.96974992752075,27.4449996948242,11.1674165725708,23.6260414123535,23.8446254730225,10.2766666412354,552,92,3,63.5325126647949,249,25,29,227
"Triturus pygmaeus",-7.071053,37.803664,16.601676940918,11.7098121643066,42.6664695739746,555.600891113281,32.4147491455078,4.96974992752075,27.4449996948242,11.1674165725708,23.6260414123535,23.8446254730225,10.2766666412354,552,92,3,63.5325126647949,249,25,29,227
"Triturus pygmaeus",-7.071241,37.803687,16.601676940918,11.7098121643066,42.6664695739746,555.600891113281,32.4147491455078,4.96974992752075,27.4449996948242,11.1674165725708,23.6260414123535,23.8446254730225,10.2766666412354,552,92,3,63.5325126647949,249,25,29,227
"Triturus pygmaeus",-6.547365,37.689093,16.1698322296143,11.7797079086304,40.8960876464844,592.171569824219,32.7874984741211,3.9835000038147,28.8039989471436,10.351541519165,23.7441654205322,23.8914566040039,9.4464168548584,593,98,4,63.5356063842773,268,28,31,244
"Triturus pygmaeus",-5.547623,37.84911,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.546796,37.853333,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.57046,37.855991,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.570464,37.855934,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.570443,37.855946,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.585784,38.014145,15.5044689178467,12.7177705764771,40.5757904052734,647.646057128906,33.8139991760254,2.47075009346008,31.3432483673096,9.03329181671143,23.8414993286133,23.9394989013672,8.16308307647705,621,102,4,62.3323097229004,277,30,34,251
"Triturus pygmaeus",-5.719897,38.0396,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266
"Triturus pygmaeus",-5.741513,38.045696,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266
"Triturus pygmaeus",-5.741388,38.045601,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266
"Triturus pygmaeus",-5.741158,38.045498,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266
"Triturus pygmaeus",-5.740884,38.045643,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266
"Triturus pygmaeus",-5.593675,38.016911,15.5044689178467,12.7177705764771,40.5757904052734,647.646057128906,33.8139991760254,2.47075009346008,31.3432483673096,9.03329181671143,23.8414993286133,23.9394989013672,8.16308307647705,621,102,4,62.3323097229004,277,30,34,251
"Triturus pygmaeus",-5.593684,38.016941,15.5044689178467,12.7177705764771,40.5757904052734,647.646057128906,33.8139991760254,2.47075009346008,31.3432483673096,9.03329181671143,23.8414993286133,23.9394989013672,8.16308307647705,621,102,4,62.3323097229004,277,30,34,251
"Triturus pygmaeus",-5.585707,38.014347,15.5044689178467,12.7177705764771,40.5757904052734,647.646057128906,33.8139991760254,2.47075009346008,31.3432483673096,9.03329181671143,23.8414993286133,23.9394989013672,8.16308307647705,621,102,4,62.3323097229004,277,30,34,251
"Triturus pygmaeus",-5.523529,37.913105,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.822344,37.887241,15.4911251068115,12.4145412445068,40.5972633361816,630.942687988281,33.3252487182617,2.74550008773804,30.5797481536865,9.26550006866455,23.6006240844727,23.7523746490479,8.35720825195312,637,104,4,62.9571380615234,284,29,33,259
"Triturus pygmaeus",-5.655478,37.875484,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.655489,37.875504,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.837636,38.094109,15.5953750610352,12.7014999389648,40.5432815551758,646.215393066406,33.9184989929199,2.59025001525879,31.3282489776611,9.16724967956543,23.93141746521,24.0195407867432,8.28275012969971,635,105,4,62.7792549133301,285,31,34,259
"Triturus pygmaeus",-5.85891,38.110191,15.5953750610352,12.7014999389648,40.5432815551758,646.215393066406,33.9184989929199,2.59025001525879,31.3282489776611,9.16724967956543,23.93141746521,24.0195407867432,8.28275012969971,635,105,4,62.7792549133301,285,31,34,259
"Triturus pygmaeus",-5.546743,37.853416,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.572232,37.859173,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.837136,38.094216,15.5953750610352,12.7014999389648,40.5432815551758,646.215393066406,33.9184989929199,2.59025001525879,31.3282489776611,9.16724967956543,23.93141746521,24.0195407867432,8.28275012969971,635,105,4,62.7792549133301,285,31,34,259
"Triturus pygmaeus",-5.523618,37.913114,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.516558,37.913233,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.512068,37.91005,15.0043439865112,12.1843538284302,40.2595596313477,628.326782226562,32.658748626709,2.39424991607666,30.2644996643066,8.81741714477539,23.0798740386963,23.2365837097168,7.90254163742065,656,106,4,62.3957214355469,290,30,34,265
"Triturus pygmaeus",-5.822313,37.887272,15.4911251068115,12.4145412445068,40.5972633361816,630.942687988281,33.3252487182617,2.74550008773804,30.5797481536865,9.26550006866455,23.6006240844727,23.7523746490479,8.35720825195312,637,104,4,62.9571380615234,284,29,33,259
"Triturus pygmaeus",-7.101665,37.608354,17.2351760864258,11.8196039199829,42.9686622619629,555.279052734375,32.9539985656738,5.44649982452393,27.5074996948242,11.7622919082642,24.2477493286133,24.4417915344238,10.8819999694824,524,88,3,64.6146621704102,240,24,27,216
"Triturus pygmaeus",-9.293905,39.291511,15.6060733795166,6.64306259155273,41.4181823730469,333.871490478516,24.0782508850098,8.03925037384033,16.0390014648438,12.3744163513184,19.4807910919189,19.8765830993652,11.6325836181641,661,99,6,60.650089263916,286,33,40,270
"Triturus pygmaeus",-9.071347,38.917303,16.1043586730957,8.0564136505127,40.6244583129883,411.324798583984,27.1934967041016,7.36205959320068,19.8314361572266,12.0630989074707,21.0602989196777,21.4879856109619,11.3122854232788,725,116,6,63.3789520263672,325,33,41,307
"Triturus pygmaeus",-6.095999,40.044369,15.0043125152588,10.7005834579468,38.2724113464355,611.200927734375,31.1935005187988,3.23449993133545,27.9589996337891,8.88783359527588,22.9839172363281,22.9839172363281,8.1292085647583,604,87,8,51.8631248474121,245,47,47,234
"Triturus pygmaeus",-5.485953,39.436239,13.675802230835,10.9681043624878,37.7865219116211,636.752014160156,30.5034999847412,1.47699999809265,29.0265007019043,7.36079168319702,22.0286674499512,22.0286674499512,6.56029176712036,596,82,7,50.595329284668,231,42,42,221
"Triturus pygmaeus",-5.486309,39.436534,13.675802230835,10.9681043624878,37.7865219116211,636.752014160156,30.5034999847412,1.47699999809265,29.0265007019043,7.36079168319702,22.0286674499512,22.0286674499512,6.56029176712036,596,82,7,50.595329284668,231,42,42,221
"Triturus pygmaeus",-5.988655,40.054695,13.6109371185303,10.1234998703003,37.423755645752,603.595153808594,29.1280002593994,2.07699990272522,27.0510005950928,7.62483310699463,21.5319995880127,21.5319995880127,6.85787487030029,664,94,10,50.6593818664551,264,51,51,254
"Triturus pygmaeus",-5.981565,40.050022,13.6109371185303,10.1234998703003,37.423755645752,603.595153808594,29.1280002593994,2.07699990272522,27.0510005950928,7.62483310699463,21.5319995880127,21.5319995880127,6.85787487030029,664,94,10,50.6593818664551,264,51,51,254
"Triturus pygmaeus",-5.981598,40.050011,13.6109371185303,10.1234998703003,37.423755645752,603.595153808594,29.1280002593994,2.07699990272522,27.0510005950928,7.62483310699463,21.5319995880127,21.5319995880127,6.85787487030029,664,94,10,50.6593818664551,264,51,51,254
"Triturus pygmaeus",-6.028085,38.230742,15.1998853683472,12.900354385376,40.759090423584,652.423522949219,33.8287506103516,2.1784999370575,31.6502513885498,8.72691631317139,23.6210422515869,23.7015419006348,7.83141660690308,656,108,6,61.0698394775391,291,36,39,265
"Triturus pygmaeus",-0.8,38.27,17.5138740539551,11.0204582214355,41.9080619812012,561.092651367188,31.5259990692139,5.22924995422363,26.2967491149902,18.7153339385986,24.5744590759277,24.845832824707,11.1767921447754,319,50,6,43.4071502685547,121,34,49,74
"Triturus pygmaeus",-0.8,38.27,17.5138740539551,11.0204582214355,41.9080619812012,561.092651367188,31.5259990692139,5.22924995422363,26.2967491149902,18.7153339385986,24.5744590759277,24.845832824707,11.1767921447754,319,50,6,43.4071502685547,121,34,49,74
"Triturus pygmaeus",-0.8,38.27,17.5138740539551,11.0204582214355,41.9080619812012,561.092651367188,31.5259990692139,5.22924995422363,26.2967491149902,18.7153339385986,24.5744590759277,24.845832824707,11.1767921447754,319,50,6,43.4071502685547,121,34,49,74
"Triturus pygmaeus",-0.8,38.27,17.5138740539551,11.0204582214355,41.9080619812012,561.092651367188,31.5259990692139,5.22924995422363,26.2967491149902,18.7153339385986,24.5744590759277,24.845832824707,11.1767921447754,319,50,6,43.4071502685547,121,34,49,74
"Triturus pygmaeus",-5.457978,39.44295,13.675802230835,10.9681043624878,37.7865219116211,636.752014160156,30.5034999847412,1.47699999809265,29.0265007019043,7.36079168319702,22.0286674499512,22.0286674499512,6.56029176712036,596,82,7,50.595329284668,231,42,42,221
"Triturus pygmaeus",-5.457727,39.442979,13.675802230835,10.9681043624878,37.7865219116211,636.752014160156,30.5034999847412,1.47699999809265,29.0265007019043,7.36079168319702,22.0286674499512,22.0286674499512,6.56029176712036,596,82,7,50.595329284668,231,42,42,221
"Triturus pygmaeus",-8.298448,39.450168,16.2640419006348,10.1637496948242,42.9938659667969,479.455078125,29.6887493133545,6.04874992370605,23.6399993896484,11.41100025177,22.1711654663086,22.4291667938232,10.6528329849243,729,108,6,58.8819923400879,309,37,45,300
"Triturus pygmaeus",-8.610823,39.541974,15.4260101318359,9.32910442352295,41.9927253723145,455.051544189453,27.9282493591309,5.71224975585938,22.2159996032715,10.9053335189819,21.0185832977295,21.3042087554932,10.1149997711182,808,117,8,57.541431427002,337,46,52,330
"Triturus pygmaeus",-9.082526,39.293742,15.5506563186646,7.39081239700317,41.1962432861328,372.063690185547,25.2700004577637,7.32950019836426,17.9405002593994,11.9106664657593,19.9500408172607,20.3366241455078,11.1447496414185,705,106,6,60.3993148803711,305,35,43,288
"Triturus pygmaeus",-6.176152,40.113377,15.4086666107178,10.7343330383301,39.4742584228516,587.932189941406,30.9002494812012,3.70700001716614,27.1932487487793,9.46612453460693,22.943416595459,23.027458190918,8.71333312988281,609,89,8,52.6894302368164,250,47,47,237
"Triturus pygmaeus",-5.553881,36.61087,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328
"Triturus pygmaeus",-5.553881,36.61087,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328
"Triturus pygmaeus",-8.742795,39.59421,14.5855627059937,8.55437469482422,40.7963104248047,437.780456542969,26.3947505950928,5.42624998092651,20.9685001373291,10.3027086257935,19.957332611084,20.2617092132568,9.49616622924805,862,124,10,56.5126838684082,357,53,58,349
"Triturus pygmaeus",-7.468905,38.796694,15.459156036377,11.3532705307007,43.4263305664062,523.3994140625,30.8024997711182,4.65875005722046,26.1437492370605,10.3486661911011,21.9930419921875,22.3459587097168,9.51283359527588,611,91,5,56.0032234191895,250,34,40,237
"Triturus pygmaeus",-9.145285,38.591764,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297
"Triturus pygmaeus",-9.012158,38.536065,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297
"Triturus pygmaeus",-9.30075,38.996822,15.5954580307007,7.4647912979126,40.3633155822754,384.751800537109,25.8540000915527,7.3600001335144,18.4939994812012,11.8416662216187,20.2026252746582,20.6371250152588,11.1135416030884,737,115,7,61.5916976928711,325,37,44,307
"Triturus pygmaeus",-6.07804,37.791168,16.599645614624,12.341667175293,40.7621803283691,624.605407714844,34.0934982299805,3.81625008583069,30.2772483825684,10.4119167327881,24.621374130249,24.7384586334229,9.51758289337158,592,99,3,64.1175765991211,269,27,31,244
"Triturus pygmaeus",-5.988585,40.054653,13.6109371185303,10.1234998703003,37.423755645752,603.595153808594,29.1280002593994,2.07699990272522,27.0510005950928,7.62483310699463,21.5319995880127,21.5319995880127,6.85787487030029,664,94,10,50.6593818664551,264,51,51,254
"Triturus pygmaeus",-5.988567,40.054657,13.6109371185303,10.1234998703003,37.423755645752,603.595153808594,29.1280002593994,2.07699990272522,27.0510005950928,7.62483310699463,21.5319995880127,21.5319995880127,6.85787487030029,664,94,10,50.6593818664551,264,51,51,254
"Triturus pygmaeus",-7.101632,37.608317,17.2351760864258,11.8196039199829,42.9686622619629,555.279052734375,32.9539985656738,5.44649982452393,27.5074996948242,11.7622919082642,24.2477493286133,24.4417915344238,10.8819999694824,524,88,3,64.6146621704102,240,24,27,216
"Triturus pygmaeus",-5.61985,36.586312,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328
"Triturus pygmaeus",-9.389528,38.729791,15.8112182617188,6.73737478256226,41.0790367126465,341.155334472656,24.6354522705078,8.23444843292236,16.4010047912598,12.4615383148193,19.8281497955322,20.2424755096436,11.7947044372559,711,112,8,61.0082931518555,315,39,46,296
"Triturus pygmaeus",-3.963185,40.737818,9.42247867584229,8.96233367919922,33.203052520752,657.917175292969,25.338249206543,-1.65425002574921,26.9924983978271,5.86291694641113,18.0954990386963,18.0954990386963,2.22729158401489,741,94,20,40.6701049804688,263,84,84,225
"Triturus pygmaeus",-4.99,37.96,16.4500827789307,12.6481246948242,41.2078285217285,635.983581542969,34.0497512817383,3.35625004768372,30.6935005187988,10.0020837783813,24.5404167175293,24.6983337402344,9.18120861053467,564,91,4,61.4751853942871,249,28,32,222
"Triturus pygmaeus",-5.01,37.97,16.261302947998,12.5562295913696,41.193286895752,628.443969726562,33.8472518920898,3.3659999370575,30.4812526702881,9.94775009155273,24.2755012512207,24.4272918701172,9.09708309173584,570,93,3,62.8135757446289,254,26,30,227
"Triturus pygmaeus",-7.010005,38.887044,16.2151565551758,12.125937461853,43.6817207336426,560.470886230469,32.0567512512207,4.29699993133545,27.7597503662109,10.5355834960938,23.2423763275146,23.4582920074463,9.74995803833008,545,75,4,52.9829025268555,213,32,39,199
"Triturus pygmaeus",-7.009718,38.886509,16.2151565551758,12.125937461853,43.6817207336426,560.470886230469,32.0567512512207,4.29699993133545,27.7597503662109,10.5355834960938,23.2423763275146,23.4582920074463,9.74995803833008,545,75,4,52.9829025268555,213,32,39,199
"Triturus pygmaeus",-7.009934,38.88699,16.2151565551758,12.125937461853,43.6817207336426,560.470886230469,32.0567512512207,4.29699993133545,27.7597503662109,10.5355834960938,23.2423763275146,23.4582920074463,9.74995803833008,545,75,4,52.9829025268555,213,32,39,199
"Triturus pygmaeus",-5.550028,39.901408,15.743260383606,11.8414373397827,39.8728446960449,627.610473632812,32.7827491760254,3.0847499370575,29.6979999542236,9.24316692352295,23.7939586639404,23.8111248016357,8.55550003051758,434,57,6,46.9095802307129,165,37,41,159
"Triturus pygmaeus",-7.317801,37.980427,16.5086040496826,11.9081249237061,43.2908592224121,549.844177246094,32.4480018615723,4.94075012207031,27.507251739502,11.1300001144409,23.4302501678467,23.6803741455078,10.2381248474121,548,92,3,62.114860534668,243,26,30,224
"Triturus pygmaeus",-9.115065,38.430091,16.0107975006104,8.34119701385498,42.877571105957,393.060699462891,26.8161964416504,7.36267614364624,19.453519821167,12.0792255401611,20.7008209228516,21.0406112670898,11.3421363830566,703,117,6,64.9043655395508,323,32,40,304
"Triturus pygmaeus",-4.088816,40.658271,12.1525621414185,10.1035833358765,35.4766883850098,666.389221191406,28.6949996948242,0.215499997138977,28.4794998168945,8.27095794677734,20.7901248931885,20.894416809082,4.70516633987427,431,53,16,34.1168174743652,144,62,66,116
"Triturus pygmaeus",-6.094948,40.044718,15.0043125152588,10.7005834579468,38.2724113464355,611.200927734375,31.1935005187988,3.23449993133545,27.9589996337891,8.88783359527588,22.9839172363281,22.9839172363281,8.1292085647583,604,87,8,51.8631248474121,245,47,47,234
"Triturus pygmaeus",-6.079222,39.969014,15.3371458053589,10.6408748626709,37.3882217407227,629.007507324219,31.8782501220703,3.41775012016296,28.4605007171631,9.03112506866455,23.5279998779297,23.5279998779297,8.24141693115234,566,82,7,51.8376426696777,231,44,44,216
"Triturus pygmaeus",-7.02,38.88,16.2151565551758,12.125937461853,43.6817207336426,560.470886230469,32.0567512512207,4.29699993133545,27.7597503662109,10.5355834960938,23.2423763275146,23.4582920074463,9.74995803833008,545,75,4,52.9829025268555,213,32,39,199
"Triturus pygmaeus",-6.079229,39.968987,15.3371458053589,10.6408748626709,37.3882217407227,629.007507324219,31.8782501220703,3.41775012016296,28.4605007171631,9.03112506866455,23.5279998779297,23.5279998779297,8.24141693115234,566,82,7,51.8376426696777,231,44,44,216
"Triturus pygmaeus",-6.0714,39.960732,15.3371458053589,10.6408748626709,37.3882217407227,629.007507324219,31.8782501220703,3.41775012016296,28.4605007171631,9.03112506866455,23.5279998779297,23.5279998779297,8.24141693115234,566,82,7,51.8376426696777,231,44,44,216
"Triturus pygmaeus",-6.089823,39.942879,15.3371458053589,10.6408748626709,37.3882217407227,629.007507324219,31.8782501220703,3.41775012016296,28.4605007171631,9.03112506866455,23.5279998779297,23.5279998779297,8.24141693115234,566,82,7,51.8376426696777,231,44,44,216
"Triturus pygmaeus",-7.020653,38.893037,16.2151565551758,12.125937461853,43.6817207336426,560.470886230469,32.0567512512207,4.29699993133545,27.7597503662109,10.5355834960938,23.2423763275146,23.4582920074463,9.74995803833008,545,75,4,52.9829025268555,213,32,39,199
"Triturus pygmaeus",-6.995372,38.910365,16.4959487915039,12.5432291030884,42.783374786377,594.158447265625,33.2384986877441,3.92050004005432,29.3179988861084,10.40149974823,24.0104160308838,24.1180419921875,9.63595867156982,533,80,5,54.3850250244141,217,32,38,202
"Triturus pygmaeus",-9.22226,39.229365,15.6060733795166,6.64306259155273,41.4181823730469,333.871490478516,24.0782508850098,8.03925037384033,16.0390014648438,12.3744163513184,19.4807910919189,19.8765830993652,11.6325836181641,661,99,6,60.650089263916,286,33,40,270
"Triturus pygmaeus",-7.751099,37.134823,17.2267894744873,10.1767339706421,43.0269241333008,475.070648193359,30.489933013916,6.83791923522949,23.6520137786865,12.8351230621338,23.1942958831787,23.5073261260986,11.895133972168,529,107,2,73.6361694335938,262,17,23,242
"Triturus pygmaeus",-7.760928,37.142827,17.2267894744873,10.1767339706421,43.0269241333008,475.070648193359,30.489933013916,6.83791923522949,23.6520137786865,12.8351230621338,23.1942958831787,23.5073261260986,11.895133972168,529,107,2,73.6361694335938,262,17,23,242
"Triturus pygmaeus",-9.378998,39.258705,15.5393676757812,5.56724166870117,40.842399597168,290.753204345703,22.4241371154785,8.79310321807861,13.6310338973999,12.8057470321655,18.8172416687012,19.216667175293,12.0724143981934,623,95,6,60.8762016296387,273,33,40,256
"Triturus pygmaeus",-9.392753,39.360203,15.535590171814,5.07187461853027,41.0401191711426,267.080047607422,21.6124992370605,9.25416660308838,12.3583326339722,13.0756940841675,18.4881935119629,18.8673610687256,12.3347225189209,609,90,6,59.188648223877,261,34,40,245
